,1,2,3,4,5,6,7,8,9,10,11,12
Thai_Mode_1_7TET,171.0,343.0,686.0,857.0,1200.0,,,,,,,
Thai_Mode_2_7TET,171.0,514.0,686.0,1029.0,1200.0,,,,,,,
Thai_Mode_3_7TET,343.0,514.0,857.0,1029.0,1200.0,,,,,,,
Thai_Mode_5_7TET,171.0,514.0,686.0,857.0,1200.0,,,,,,,
Thai_Mode_6_7TET,343.0,514.0,686.0,1029.0,1200.0,,,,,,,
Tritone_Ditonic_12TET,600.0,1200.0,,,,,,,,,,
Ultra_Locrian_12TET,100.0,300.0,400.0,600.0,800.0,900.0,1200.0,,,,,
Ultraphrygian_12TET,100.0,300.0,400.0,700.0,800.0,900.0,1200.0,,,,,
Upper_Minor_Tetratonic_12TET,500.0,700.0,1000.0,1200.0,,,,,,,,
Ute_Tritonic_12TET,300.0,700.0,1200.0,,,,,,,,,
Ute_Tritonic_Augmented_12TET,300.0,800.0,1200.0,,,,,,,,,
Vachaspati_12TET,200.0,400.0,600.0,700.0,900.0,1000.0,1200.0,,,,,
Vagadheeshwari_12TET,300.0,400.0,500.0,700.0,900.0,1000.0,1200.0,,,,,
Valaji_12TET,400.0,700.0,900.0,1000.0,1200.0,,,,,,,
Van_der_Horst_Octatonic_12TET,100.0,300.0,500.0,600.0,700.0,900.0,1100.0,1200.0,,,,
Vanaspati_12TET,100.0,200.0,500.0,700.0,900.0,1000.0,1200.0,,,,,
Varamu_12TET,300.0,500.0,900.0,1000.0,1200.0,,,,,,,
Varini_12TET,300.0,700.0,800.0,1000.0,1200.0,,,,,,,
Varini_3_12TET,100.0,300.0,500.0,800.0,1200.0,,,,,,,
Varini_4_12TET,200.0,400.0,700.0,1100.0,1200.0,,,,,,,
Varini_5_12TET,200.0,500.0,900.0,1000.0,1200.0,,,,,,,
Varunapriya_12TET,200.0,300.0,500.0,700.0,1000.0,1100.0,1200.0,,,,,
Verdis_Enigmatic_Descending_12TET,100.0,200.0,400.0,700.0,800.0,1100.0,1200.0,,,,,
Verdis_Scala_Enigmatica_12TET,100.0,400.0,500.0,600.0,800.0,1000.0,1100.0,1200.0,,,,
Viennese_Tritonic_12TET,100.0,600.0,1200.0,,,,,,,,,
Vietnamese_Ditonic_12TET,200.0,1200.0,,,,,,,,,,
Vietnamese_Tritonic_12TET,300.0,500.0,1200.0,,,,,,,,,
Vishwambari_12TET,100.0,400.0,600.0,700.0,1000.0,1100.0,1200.0,,,,,
Warao_Ditonic_12TET,1000.0,1200.0,,,,,,,,,,
Warao_Tetratonic_12TET,200.0,300.0,1000.0,1200.0,,,,,,,,
Whole_Tone_12TET,200.0,400.0,600.0,800.0,1000.0,1200.0,,,,,,
Yagapriya_12TET,300.0,400.0,500.0,700.0,800.0,900.0,1200.0,,,,,
Yo_12TET,200.0,300.0,500.0,700.0,1000.0,1200.0,,,,,,
Youlan_12TET,100.0,200.0,400.0,500.0,600.0,700.0,900.0,1000.0,1200.0,,,
Zilaf_12TET,400.0,500.0,700.0,800.0,1200.0,,,,,,,
Zilaf_Mode_2_12TET,100.0,300.0,400.0,800.0,1200.0,,,,,,,
Zilaf_Mode_3_12TET,200.0,300.0,700.0,1100.0,1200.0,,,,,,,
Zilaf_Mode_4_12TET,100.0,500.0,900.0,1000.0,1200.0,,,,,,,
Zilaf_Mode_5_12TET,400.0,800.0,900.0,1100.0,1200.0,,,,,,,
Zirafkend_12TET,200.0,300.0,500.0,700.0,800.0,900.0,1100.0,1200.0,,,,
