SCOPE,AGGREGATION LEVEL,YEAR,DISTRICT NUMBER,DISTRICT NAME,REGION,CHARTER STATUS,ALL ENROLLMENT,AT RISK,BILINGUAL,CTE,DYSLEXIC,ECONOMICALLY DISADVANTAGED,EMERGENT BILINGUAL/ENGLISH LEARNER,ESL,FOSTER CARE,GIFTED & TALENTED,HOMELESS,MILITARY CONNECTED,SPECIAL EDUCATION,TITLE I
STATE,DISTRICT,2019-2020,241903,EL CAMPO ISD,3,TRADITIONAL ISD/CSD,3612,1713,97,1273,122,2547,446,234,-999,279,40,-999,368,1658
STATE,DISTRICT,2019-2020,71804,EL PASO ACADEMY,19,OPEN ENROLLMENT CHARTER,346,314,0,108,-999,265,27,25,-999,0,-999,-999,32,346
STATE,DISTRICT,2019-2020,71902,EL PASO ISD,19,TRADITIONAL ISD/CSD,55253,32529,13423,16461,1278,40816,17618,6206,48,7311,548,5351,6411,52575
STATE,DISTRICT,2019-2020,71810,EL PASO LEADERSHIP ACADEMY,19,OPEN ENROLLMENT CHARTER,217,138,0,0,11,199,126,121,0,10,0,-999,17,216
STATE,DISTRICT,2019-2020,15836,ELEANOR KOLITZ HEBREW LANGUAGE ACA,20,OPEN ENROLLMENT CHARTER,421,79,0,0,-999,61,24,21,-999,0,0,18,33,0
STATE,DISTRICT,2019-2020,243902,ELECTRA ISD,9,TRADITIONAL ISD/CSD,408,243,0,93,11,271,-999,-999,-999,14,22,-999,45,263
STATE,DISTRICT,2019-2020,11902,ELGIN ISD,13,TRADITIONAL ISD/CSD,4573,3371,964,1521,237,3549,1572,718,10,384,161,-999,500,3222
STATE,DISTRICT,2019-2020,1903,ELKHART ISD,7,TRADITIONAL ISD/CSD,1247,399,0,378,64,660,23,22,-999,44,10,-999,148,1247
STATE,DISTRICT,2019-2020,102906,ELYSIAN FIELDS ISD,7,TRADITIONAL ISD/CSD,898,354,-999,253,46,456,-999,-999,-999,58,0,-999,128,410
STATE,DISTRICT,2019-2020,70903,ENNIS ISD,10,TRADITIONAL ISD/CSD,5939,2633,390,1856,434,4126,906,399,-999,454,181,-999,665,5932
STATE,DISTRICT,2019-2020,49906,ERA ISD,11,TRADITIONAL ISD/CSD,479,150,0,160,-999,146,-999,-999,0,34,-999,-999,55,475
STATE,DISTRICT,2019-2020,72802,ERATH EXCELS ACADEMY INC,11,OPEN ENROLLMENT CHARTER,114,104,0,67,-999,114,-999,-999,-999,0,0,0,-999,114
STATE,DISTRICT,2019-2020,101872,ETOILE ACADEMY CHARTER SCHOOL,4,OPEN ENROLLMENT CHARTER,144,100,0,0,-999,131,83,0,0,0,-999,0,11,131
STATE,DISTRICT,2019-2020,174910,ETOILE ISD,7,TRADITIONAL ISD/CSD,98,56,0,0,-999,77,0,0,0,11,0,-999,19,98
STATE,DISTRICT,2019-2020,30906,EULA ISD,14,TRADITIONAL ISD/CSD,426,108,0,116,17,212,0,0,-999,22,-999,-999,66,261
STATE,DISTRICT,2019-2020,107905,EUSTACE ISD,7,TRADITIONAL ISD/CSD,1627,742,0,471,143,1138,28,29,16,63,-999,-999,268,1627
STATE,DISTRICT,2019-2020,121906,EVADALE ISD,5,TRADITIONAL ISD/CSD,443,50,0,171,56,141,-999,-999,0,-999,0,0,68,212
STATE,DISTRICT,2019-2020,50901,EVANT ISD,12,TRADITIONAL ISD/CSD,249,161,0,75,26,159,23,23,0,-999,-999,-999,31,249
STATE,DISTRICT,2019-2020,220904,EVERMAN ISD,11,TRADITIONAL ISD/CSD,6024,4532,981,1876,211,5724,1811,852,15,226,202,25,613,6024
STATE,DISTRICT,2019-2020,57834,EVOLUTION ACADEMY CHARTER SCHOOL,10,OPEN ENROLLMENT CHARTER,751,680,0,434,10,523,56,26,-999,0,49,0,48,751
STATE,DISTRICT,2019-2020,101811,EXCEL ACADEMY,4,OPEN ENROLLMENT CHARTER,317,317,0,0,-999,317,29,29,-999,0,0,-999,59,317
STATE,DISTRICT,2019-2020,108809,EXCELLENCE IN LEADERSHIP ACADEMY,1,OPEN ENROLLMENT CHARTER,303,258,246,59,-999,258,201,0,0,-999,0,-999,31,303
STATE,DISTRICT,2019-2020,210906,EXCELSIOR ISD,7,TRADITIONAL ISD/CSD,79,43,0,-999,-999,57,-999,-999,0,0,0,0,20,79
STATE,DISTRICT,2019-2020,143906,EZZELL ISD,3,TRADITIONAL ISD/CSD,82,11,0,0,-999,40,0,0,0,-999,0,-999,-999,82
STATE,DISTRICT,2019-2020,71903,FABENS ISD,19,TRADITIONAL ISD/CSD,2145,1457,440,518,62,1933,977,358,0,105,44,53,279,2145
STATE,DISTRICT,2019-2020,81902,FAIRFIELD ISD,12,TRADITIONAL ISD/CSD,1786,780,0,478,98,1028,101,99,20,57,20,-999,157,1285
STATE,DISTRICT,2019-2020,128904,FALLS CITY ISD,20,TRADITIONAL ISD/CSD,384,39,0,168,16,78,11,-999,0,31,0,0,38,26
STATE,DISTRICT,2019-2020,60914,FANNINDEL ISD,8,TRADITIONAL ISD/CSD,123,67,0,43,-999,104,-999,-999,0,-999,16,0,25,123
STATE,DISTRICT,2019-2020,43904,FARMERSVILLE ISD,10,TRADITIONAL ISD/CSD,1767,534,16,490,95,917,221,0,10,96,-999,13,243,1767
STATE,DISTRICT,2019-2020,185902,FARWELL ISD,16,TRADITIONAL ISD/CSD,548,243,0,190,17,319,95,94,-999,39,-999,-999,57,548
STATE,DISTRICT,2019-2020,75906,FAYETTEVILLE ISD,13,TRADITIONAL ISD/CSD,266,70,0,94,11,85,16,16,-999,15,-999,-999,18,266
STATE,DISTRICT,2019-2020,70905,FERRIS ISD,10,TRADITIONAL ISD/CSD,2680,1884,178,846,65,2182,873,407,-999,150,98,15,348,1282
STATE,DISTRICT,2019-2020,75901,FLATONIA ISD,13,TRADITIONAL ISD/CSD,621,158,0,173,21,329,38,38,13,71,56,-999,69,621
STATE,DISTRICT,2019-2020,246902,FLORENCE ISD,13,TRADITIONAL ISD/CSD,1102,643,63,335,69,667,260,162,-999,51,24,99,142,760
STATE,DISTRICT,2019-2020,247901,FLORESVILLE ISD,20,TRADITIONAL ISD/CSD,4132,1610,184,1490,170,2242,259,108,53,340,12,105,402,4104
STATE,DISTRICT,2019-2020,178914,FLOUR BLUFF ISD,2,TRADITIONAL ISD/CSD,5777,2583,0,1700,217,2690,167,166,22,693,22,303,715,3013
STATE,DISTRICT,2019-2020,77901,FLOYDADA ISD,17,TRADITIONAL ISD/CSD,709,387,0,224,37,548,58,29,-999,22,-999,-999,62,695
STATE,DISTRICT,2019-2020,148902,FOLLETT ISD,16,TRADITIONAL ISD/CSD,155,48,0,57,-999,81,16,16,-999,-999,-999,-999,20,155
STATE,DISTRICT,2019-2020,169910,FORESTBURG ISD,9,TRADITIONAL ISD/CSD,161,40,0,72,12,93,0,0,0,14,0,0,30,161
STATE,DISTRICT,2019-2020,129902,FORNEY ISD,10,TRADITIONAL ISD/CSD,11977,4658,546,4378,727,3829,1038,653,52,531,24,146,1305,2884
STATE,DISTRICT,2019-2020,114904,FORSAN ISD,18,TRADITIONAL ISD/CSD,787,325,0,261,56,262,14,14,-999,50,-999,0,66,373
STATE,DISTRICT,2019-2020,79907,FORT BEND ISD,4,TRADITIONAL ISD/CSD,77756,31793,2576,21230,2190,33842,12368,9440,327,5286,650,537,7868,15668
STATE,DISTRICT,2019-2020,242906,FORT ELLIOTT CISD,16,TRADITIONAL ISD/CSD,145,22,0,49,-999,52,-999,-999,-999,-999,0,-999,18,0
STATE,DISTRICT,2019-2020,186902,FORT STOCKTON ISD,18,TRADITIONAL ISD/CSD,2464,1596,36,869,66,1693,310,130,-999,65,0,-999,228,2464
STATE,DISTRICT,2019-2020,220809,FORT WORTH ACADEMY OF FINE ARTS,11,OPEN ENROLLMENT CHARTER,524,-999,0,164,12,70,-999,-999,0,83,0,10,31,0
STATE,DISTRICT,2019-2020,220905,FORT WORTH ISD,11,TRADITIONAL ISD/CSD,82891,53810,14358,24034,2677,69667,28313,8846,-999,10463,1773,827,8192,80370
STATE,DISTRICT,2019-2020,198903,FRANKLIN ISD,6,TRADITIONAL ISD/CSD,1243,378,0,346,86,466,36,36,-999,88,0,16,141,516
STATE,DISTRICT,2019-2020,1904,FRANKSTON ISD,7,TRADITIONAL ISD/CSD,786,284,0,207,48,422,22,22,11,71,-999,18,92,786
STATE,DISTRICT,2019-2020,86901,FREDERICKSBURG ISD,13,TRADITIONAL ISD/CSD,3182,1551,214,1141,192,1708,485,256,-999,201,-999,41,432,2072
STATE,DISTRICT,2019-2020,66903,FREER ISD,2,TRADITIONAL ISD/CSD,789,428,0,261,35,562,33,30,0,57,0,-999,110,789
STATE,DISTRICT,2019-2020,152907,FRENSHIP ISD,17,TRADITIONAL ISD/CSD,10269,3756,120,2793,576,4486,476,349,42,887,-999,126,992,3697
STATE,DISTRICT,2019-2020,84911,FRIENDSWOOD ISD,4,TRADITIONAL ISD/CSD,6227,1127,0,2171,520,695,143,136,-999,609,14,85,740,1289
STATE,DISTRICT,2019-2020,185903,FRIONA ISD,16,TRADITIONAL ISD/CSD,1136,644,105,265,52,819,379,156,-999,37,-999,-999,116,1136
STATE,DISTRICT,2019-2020,43905,FRISCO ISD,10,TRADITIONAL ISD/CSD,62705,13808,470,13230,3097,8113,4590,1974,26,7399,66,-999,6494,6676
STATE,DISTRICT,2019-2020,175905,FROST ISD,12,TRADITIONAL ISD/CSD,430,220,0,133,39,197,66,66,-999,32,-999,-999,46,430
STATE,DISTRICT,2019-2020,234909,FRUITVALE ISD,7,TRADITIONAL ISD/CSD,429,227,0,122,51,293,15,13,-999,38,37,-999,52,429
STATE,DISTRICT,2019-2020,122901,FT DAVIS ISD,18,TRADITIONAL ISD/CSD,224,116,0,59,-999,94,31,31,0,35,0,0,30,224
STATE,DISTRICT,2019-2020,115901,FT HANCOCK ISD,19,TRADITIONAL ISD/CSD,404,282,196,134,10,358,235,100,0,26,0,10,43,404
STATE,DISTRICT,2019-2020,15914,FT SAM HOUSTON ISD,20,TRADITIONAL ISD/CSD,1543,423,0,298,42,556,33,32,-999,107,0,1361,193,0
STATE,DISTRICT,2019-2020,49901,GAINESVILLE ISD,11,TRADITIONAL ISD/CSD,3061,1669,338,945,80,2329,781,200,-999,145,13,-999,302,2175
STATE,DISTRICT,2019-2020,101910,GALENA PARK ISD,4,TRADITIONAL ISD/CSD,22428,15207,4352,8360,448,19234,8058,3581,39,1599,434,40,2153,22416
STATE,DISTRICT,2019-2020,84902,GALVESTON ISD,4,TRADITIONAL ISD/CSD,7041,3548,753,2455,183,5550,1489,635,11,352,416,17,689,7041
STATE,DISTRICT,2019-2020,120902,GANADO ISD,3,TRADITIONAL ISD/CSD,741,347,0,209,-999,430,83,71,0,39,0,-999,57,346
STATE,DISTRICT,2019-2020,57909,GARLAND ISD,10,TRADITIONAL ISD/CSD,55701,24306,7563,16693,3090,36632,18915,10438,147,4662,854,351,5340,54466
STATE,DISTRICT,2019-2020,184911,GARNER ISD,11,TRADITIONAL ISD/CSD,199,85,0,17,-999,96,-999,-999,0,18,0,-999,21,199
STATE,DISTRICT,2019-2020,174903,GARRISON ISD,7,TRADITIONAL ISD/CSD,732,277,0,234,53,389,18,18,-999,33,0,-999,88,732
STATE,DISTRICT,2019-2020,183904,GARY ISD,7,TRADITIONAL ISD/CSD,490,109,0,192,34,256,12,12,-999,20,0,0,52,490
STATE,DISTRICT,2019-2020,50902,GATESVILLE ISD,12,TRADITIONAL ISD/CSD,2788,1247,0,807,266,1470,103,91,29,240,17,267,340,1523
STATE,DISTRICT,2019-2020,57831,GATEWAY CHARTER ACADEMY,10,OPEN ENROLLMENT CHARTER,833,463,0,138,0,750,-999,-999,10,-999,0,0,29,833
STATE,DISTRICT,2019-2020,166902,GAUSE ISD,6,TRADITIONAL ISD/CSD,169,71,0,0,16,115,19,18,-999,11,0,0,11,169
STATE,DISTRICT,2019-2020,15802,GEORGE GERVIN ACADEMY,20,OPEN ENROLLMENT CHARTER,977,977,77,145,17,977,182,25,-999,18,-999,-999,84,977
STATE,DISTRICT,2019-2020,101804,GEORGE I SANCHEZ CHARTER,4,OPEN ENROLLMENT CHARTER,1036,841,63,481,-999,924,484,419,0,0,20,0,82,1035
STATE,DISTRICT,2019-2020,149901,GEORGE WEST ISD,2,TRADITIONAL ISD/CSD,1133,381,0,331,61,726,35,32,-999,92,-999,12,124,800
STATE,DISTRICT,2019-2020,246904,GEORGETOWN ISD,13,TRADITIONAL ISD/CSD,12160,5558,1015,4114,982,5023,1697,964,28,810,31,304,1452,4301
STATE,DISTRICT,2019-2020,161925,GHOLSON ISD,12,TRADITIONAL ISD/CSD,252,106,0,70,20,186,12,12,0,-999,-999,-999,25,252
STATE,DISTRICT,2019-2020,144901,GIDDINGS ISD,13,TRADITIONAL ISD/CSD,1917,832,112,501,62,1274,398,122,-999,120,42,-999,224,1917
STATE,DISTRICT,2019-2020,230902,GILMER ISD,7,TRADITIONAL ISD/CSD,2585,1232,-999,806,115,2099,218,190,33,131,33,-999,236,2585
STATE,DISTRICT,2019-2020,92901,GLADEWATER ISD,7,TRADITIONAL ISD/CSD,1835,869,0,489,88,1346,118,114,11,130,26,15,283,1834
STATE,DISTRICT,2019-2020,87901,GLASSCOCK COUNTY ISD,18,TRADITIONAL ISD/CSD,306,71,0,123,22,100,22,22,0,14,0,0,28,306
STATE,DISTRICT,2019-2020,213901,GLEN ROSE ISD,11,TRADITIONAL ISD/CSD,1930,693,76,646,96,806,185,109,-999,147,19,194,155,510
STATE,DISTRICT,2019-2020,126911,GODLEY ISD,11,TRADITIONAL ISD/CSD,2348,1327,0,757,270,1252,267,201,20,132,21,23,289,2348
STATE,DISTRICT,2019-2020,169906,GOLD BURG ISD,9,TRADITIONAL ISD/CSD,134,49,0,43,10,107,-999,-999,0,-999,0,0,13,134
STATE,DISTRICT,2019-2020,57835,GOLDEN RULE CHARTER SCHOOL,10,OPEN ENROLLMENT CHARTER,1570,790,398,62,14,1569,761,264,-999,39,0,-999,84,1570
STATE,DISTRICT,2019-2020,167901,GOLDTHWAITE ISD,12,TRADITIONAL ISD/CSD,565,129,0,224,97,254,31,30,-999,44,-999,32,76,565
STATE,DISTRICT,2019-2020,88902,GOLIAD ISD,3,TRADITIONAL ISD/CSD,1319,575,0,559,75,673,25,22,-999,90,38,-999,175,1318
STATE,DISTRICT,2019-2020,89901,GONZALES ISD,13,TRADITIONAL ISD/CSD,2837,1864,393,1195,167,2059,564,210,21,211,-999,-999,387,2837
STATE,DISTRICT,2019-2020,187903,GOODRICH ISD,6,TRADITIONAL ISD/CSD,259,130,0,122,-999,216,51,40,-999,-999,0,-999,27,259
STATE,DISTRICT,2019-2020,246802,GOODWATER MONTESSORI SCHOOL,13,OPEN ENROLLMENT CHARTER,398,51,0,0,-999,120,29,28,-999,-999,-999,19,41,0
STATE,DISTRICT,2019-2020,101911,GOOSE CREEK CISD,4,TRADITIONAL ISD/CSD,23926,12839,2395,6160,936,16669,4405,1725,36,1916,250,38,2712,13664
STATE,DISTRICT,2019-2020,182901,GORDON ISD,11,TRADITIONAL ISD/CSD,216,64,0,51,-999,117,13,10,0,-999,0,-999,13,216
STATE,DISTRICT,2019-2020,67904,GORMAN ISD,14,TRADITIONAL ISD/CSD,304,155,0,118,30,216,21,16,0,12,39,0,47,175
STATE,DISTRICT,2019-2020,156905,GRADY ISD,18,TRADITIONAL ISD/CSD,248,67,0,86,13,74,17,17,-999,33,0,0,12,247
STATE,DISTRICT,2019-2020,182902,GRAFORD ISD,11,TRADITIONAL ISD/CSD,350,132,0,171,15,182,17,17,0,50,-999,-999,30,350
STATE,DISTRICT,2019-2020,252901,GRAHAM ISD,9,TRADITIONAL ISD/CSD,2340,1181,82,827,178,1316,262,142,17,47,38,-999,307,2329
STATE,DISTRICT,2019-2020,111901,GRANBURY ISD,11,TRADITIONAL ISD/CSD,7474,3096,219,2062,559,3946,638,408,32,612,117,53,973,7397
STATE,DISTRICT,2019-2020,57910,GRAND PRAIRIE ISD,10,TRADITIONAL ISD/CSD,29266,19174,4535,8838,1228,22136,9172,4811,43,1892,1112,272,2723,19565
STATE,DISTRICT,2019-2020,234904,GRAND SALINE ISD,7,TRADITIONAL ISD/CSD,1103,556,-999,326,76,691,166,155,16,61,10,17,137,1089
STATE,DISTRICT,2019-2020,238904,GRANDFALLS-ROYALTY ISD,18,TRADITIONAL ISD/CSD,182,77,0,71,-999,90,0,0,0,0,0,0,17,182
STATE,DISTRICT,2019-2020,126904,GRANDVIEW ISD,11,TRADITIONAL ISD/CSD,1354,355,0,389,58,489,61,61,-999,97,29,15,132,951
STATE,DISTRICT,2019-2020,90905,GRANDVIEW-HOPKINS ISD,16,TRADITIONAL ISD/CSD,48,20,0,0,-999,13,0,0,0,0,0,-999,-999,0
STATE,DISTRICT,2019-2020,246905,GRANGER ISD,13,TRADITIONAL ISD/CSD,457,226,0,183,16,289,48,40,-999,23,26,-999,29,457
STATE,DISTRICT,2019-2020,226907,GRAPE CREEK ISD,15,TRADITIONAL ISD/CSD,1188,524,0,368,63,787,50,50,-999,61,16,22,227,880
STATE,DISTRICT,2019-2020,113902,GRAPELAND ISD,6,TRADITIONAL ISD/CSD,617,154,0,255,33,420,-999,-999,-999,28,33,22,85,307
STATE,DISTRICT,2019-2020,220906,GRAPEVINE-COLLEYVILLE ISD,11,TRADITIONAL ISD/CSD,14234,3390,875,4319,715,3523,1465,837,12,2920,137,277,1297,4905
STATE,DISTRICT,2019-2020,15835,GREAT HEARTS TEXAS,20,OPEN ENROLLMENT CHARTER,4850,830,-999,45,12,941,330,305,0,0,0,37,322,42
STATE,DISTRICT,2019-2020,116905,GREENVILLE ISD,10,TRADITIONAL ISD/CSD,5364,3104,451,1711,346,3971,1310,175,-999,443,45,67,691,3677
STATE,DISTRICT,2019-2020,165902,GREENWOOD ISD,18,TRADITIONAL ISD/CSD,2972,1524,0,868,184,1252,260,33,-999,179,256,0,261,1524
STATE,DISTRICT,2019-2020,205902,GREGORY-PORTLAND ISD,2,TRADITIONAL ISD/CSD,4625,1875,44,926,309,2245,200,142,24,286,-999,22,506,1656
STATE,DISTRICT,2019-2020,147902,GROESBECK ISD,12,TRADITIONAL ISD/CSD,1612,914,0,531,70,1046,79,78,-999,127,57,-999,211,1177
STATE,DISTRICT,2019-2020,33901,GROOM ISD,16,TRADITIONAL ISD/CSD,156,35,0,63,16,50,-999,-999,-999,-999,-999,0,24,151
STATE,DISTRICT,2019-2020,228901,GROVETON ISD,6,TRADITIONAL ISD/CSD,764,186,0,211,24,528,11,11,-999,63,-999,-999,122,764
STATE,DISTRICT,2019-2020,98901,GRUVER ISD,16,TRADITIONAL ISD/CSD,450,197,0,200,23,224,97,97,0,41,0,0,39,450
STATE,DISTRICT,2019-2020,91917,GUNTER ISD,10,TRADITIONAL ISD/CSD,1001,296,0,313,-999,279,80,79,0,75,19,81,77,385
STATE,DISTRICT,2019-2020,47903,GUSTINE ISD,14,TRADITIONAL ISD/CSD,154,83,0,70,-999,116,50,28,0,-999,-999,0,16,154
STATE,DISTRICT,2019-2020,135001,GUTHRIE CSD,17,TRADITIONAL ISD/CSD,107,18,0,33,-999,26,-999,-999,0,-999,0,-999,-999,0
STATE,DISTRICT,2019-2020,95903,HALE CENTER ISD,17,TRADITIONAL ISD/CSD,641,374,0,259,26,454,54,52,0,10,-999,-999,62,641
STATE,DISTRICT,2019-2020,143901,HALLETTSVILLE ISD,3,TRADITIONAL ISD/CSD,1135,414,0,395,107,498,29,20,-999,74,-999,-999,133,1135
STATE,DISTRICT,2019-2020,161924,HALLSBURG ISD,12,TRADITIONAL ISD/CSD,163,72,0,0,15,92,-999,-999,-999,13,-999,-999,10,163
STATE,DISTRICT,2019-2020,102904,HALLSVILLE ISD,7,TRADITIONAL ISD/CSD,11462,6956,0,3620,503,4046,422,191,38,422,49,129,1477,3479
STATE,DISTRICT,2019-2020,97902,HAMILTON ISD,12,TRADITIONAL ISD/CSD,817,237,0,239,127,433,60,60,-999,66,44,-999,119,817
STATE,DISTRICT,2019-2020,127903,HAMLIN COLLEGIATE ISD,14,TRADITIONAL ISD/CSD,417,150,0,128,-999,274,22,15,-999,-999,41,0,53,417
STATE,DISTRICT,2019-2020,123914,HAMSHIRE-FANNETT ISD,5,TRADITIONAL ISD/CSD,1927,1159,0,720,55,1130,96,96,-999,109,538,25,182,1130
STATE,DISTRICT,2019-2020,219901,HAPPY ISD,16,TRADITIONAL ISD/CSD,270,59,0,74,20,98,10,10,0,-999,-999,0,24,270
STATE,DISTRICT,2019-2020,146904,HARDIN ISD,4,TRADITIONAL ISD/CSD,1400,729,0,364,28,802,34,33,13,51,24,-999,127,1388
STATE,DISTRICT,2019-2020,100905,HARDIN-JEFFERSON ISD,5,TRADITIONAL ISD/CSD,2459,730,0,959,156,1048,96,95,-999,131,76,-999,315,1216
STATE,DISTRICT,2019-2020,15904,HARLANDALE ISD,20,TRADITIONAL ISD/CSD,13666,10171,2012,4915,656,12194,2267,549,62,984,250,129,1516,13045
STATE,DISTRICT,2019-2020,102905,HARLETON ISD,7,TRADITIONAL ISD/CSD,718,248,0,231,0,335,-999,-999,-999,67,-999,-999,82,317
STATE,DISTRICT,2019-2020,31903,HARLINGEN CISD,1,TRADITIONAL ISD/CSD,18365,9587,2079,5641,621,14636,2618,1019,58,1250,84,169,2029,12777
STATE,DISTRICT,2019-2020,230905,HARMONY ISD,7,TRADITIONAL ISD/CSD,1090,409,0,359,86,532,50,50,-999,80,15,-999,71,767
STATE,DISTRICT,2019-2020,101858,HARMONY SCHOOL OF EXCELLENCE,4,OPEN ENROLLMENT CHARTER,5556,2111,0,790,104,3769,1519,1456,0,838,13,0,383,5091
STATE,DISTRICT,2019-2020,101862,HARMONY SCHOOL OF SCIENCE - HOUSTO,4,OPEN ENROLLMENT CHARTER,3849,1326,0,1223,60,2140,842,813,0,653,60,0,238,3846
STATE,DISTRICT,2019-2020,71806,HARMONY SCIENCE ACAD (EL PASO),19,OPEN ENROLLMENT CHARTER,3670,1353,0,1004,80,2693,902,835,-999,410,-999,0,372,3669
STATE,DISTRICT,2019-2020,15828,HARMONY SCIENCE ACAD (SAN ANTONIO),20,OPEN ENROLLMENT CHARTER,4453,2344,0,1259,107,3644,1545,1459,0,388,59,10,424,4449
STATE,DISTRICT,2019-2020,161807,HARMONY SCIENCE ACAD (WACO),12,OPEN ENROLLMENT CHARTER,9724,4072,0,3154,290,6064,2866,2781,-999,1016,33,0,893,9720
STATE,DISTRICT,2019-2020,101846,HARMONY SCIENCE ACADEMY,4,OPEN ENROLLMENT CHARTER,3436,1758,0,911,64,2847,1215,1154,0,249,18,-999,301,3435
STATE,DISTRICT,2019-2020,227816,HARMONY SCIENCE ACADEMY (AUSTIN),13,OPEN ENROLLMENT CHARTER,4215,2650,0,959,124,2831,1916,1885,0,349,11,-999,309,4214
STATE,DISTRICT,2019-2020,86902,HARPER ISD,13,TRADITIONAL ISD/CSD,568,185,0,174,20,210,-999,-999,0,39,-999,-999,61,568
STATE,DISTRICT,2019-2020,244901,HARROLD ISD,9,TRADITIONAL ISD/CSD,106,22,0,29,0,58,0,0,0,16,0,0,15,0
STATE,DISTRICT,2019-2020,35902,HART ISD,16,TRADITIONAL ISD/CSD,207,132,0,58,-999,183,46,46,0,-999,39,0,14,207
STATE,DISTRICT,2019-2020,103902,HARTLEY ISD,16,TRADITIONAL ISD/CSD,245,106,0,64,-999,164,77,77,0,15,-999,0,15,245
STATE,DISTRICT,2019-2020,225907,HARTS BLUFF ISD,8,TRADITIONAL ISD/CSD,651,376,139,0,96,420,231,78,0,16,12,10,48,651
STATE,DISTRICT,2019-2020,104901,HASKELL CISD,14,TRADITIONAL ISD/CSD,579,296,0,184,-999,409,13,13,-999,14,26,0,85,579
STATE,DISTRICT,2019-2020,250902,HAWKINS ISD,7,TRADITIONAL ISD/CSD,729,378,0,233,47,482,11,11,-999,67,-999,-999,95,728
STATE,DISTRICT,2019-2020,127904,HAWLEY ISD,14,TRADITIONAL ISD/CSD,810,351,0,340,40,440,-999,-999,10,86,118,75,100,810
STATE,DISTRICT,2019-2020,105906,HAYS CISD,13,TRADITIONAL ISD/CSD,20793,9978,1667,5712,1385,10183,3717,1985,77,1335,235,124,2688,10759
STATE,DISTRICT,2019-2020,198905,HEARNE ISD,6,TRADITIONAL ISD/CSD,747,547,0,248,41,731,141,116,-999,14,-999,-999,140,747
STATE,DISTRICT,2019-2020,65902,HEDLEY ISD,16,TRADITIONAL ISD/CSD,114,26,0,40,16,80,-999,-999,-999,0,0,0,15,114
STATE,DISTRICT,2019-2020,202903,HEMPHILL ISD,7,TRADITIONAL ISD/CSD,912,454,0,267,41,585,20,20,0,49,13,0,120,912
STATE,DISTRICT,2019-2020,237902,HEMPSTEAD ISD,4,TRADITIONAL ISD/CSD,1551,990,309,361,32,1303,507,171,-999,125,52,-999,139,1550
STATE,DISTRICT,2019-2020,201902,HENDERSON ISD,7,TRADITIONAL ISD/CSD,3418,1699,95,912,109,2245,527,339,26,197,-999,36,397,2474
STATE,DISTRICT,2019-2020,39902,HENRIETTA ISD,9,TRADITIONAL ISD/CSD,941,359,0,344,68,391,-999,-999,-999,61,19,10,137,456
STATE,DISTRICT,2019-2020,15833,HENRY FORD ACADEMY ALAMEDA SCHOOL,20,OPEN ENROLLMENT CHARTER,114,40,0,99,0,57,0,0,0,0,0,-999,11,114
STATE,DISTRICT,2019-2020,59901,HEREFORD ISD,16,TRADITIONAL ISD/CSD,4037,2595,367,1172,191,3275,842,419,10,126,84,33,442,3999
STATE,DISTRICT,2019-2020,15815,HERITAGE ACADEMY,20,OPEN ENROLLMENT CHARTER,661,568,0,299,13,396,268,267,-999,20,25,13,47,661
STATE,DISTRICT,2019-2020,208901,HERMLEIGH ISD,14,TRADITIONAL ISD/CSD,243,144,0,65,13,94,14,14,0,20,0,0,17,242
STATE,DISTRICT,2019-2020,97903,HICO ISD,12,TRADITIONAL ISD/CSD,568,218,0,186,47,303,52,51,0,12,-999,-999,54,568
STATE,DISTRICT,2019-2020,108905,HIDALGO ISD,1,TRADITIONAL ISD/CSD,3199,2406,1197,1249,22,2797,2005,959,10,327,0,13,256,3199
STATE,DISTRICT,2019-2020,148903,HIGGINS ISD,16,TRADITIONAL ISD/CSD,68,22,0,28,-999,48,-999,-999,0,-999,-999,0,-999,68
STATE,DISTRICT,2019-2020,84903,HIGH ISLAND ISD,5,TRADITIONAL ISD/CSD,171,41,0,82,-999,81,0,0,0,-999,10,0,20,171
STATE,DISTRICT,2019-2020,220819,HIGH POINT ACADEMY,11,OPEN ENROLLMENT CHARTER,1683,383,0,130,123,594,92,86,-999,150,23,62,153,1683
STATE,DISTRICT,2019-2020,177905,HIGHLAND ISD,14,TRADITIONAL ISD/CSD,238,86,0,87,16,76,0,0,0,21,15,-999,20,238
STATE,DISTRICT,2019-2020,57911,HIGHLAND PARK ISD,10,TRADITIONAL ISD/CSD,6864,579,0,1317,358,-999,89,81,-999,911,-999,0,648,0
STATE,DISTRICT,2019-2020,188903,HIGHLAND PARK ISD,16,TRADITIONAL ISD/CSD,917,394,0,244,68,544,65,65,14,16,23,34,127,917
STATE,DISTRICT,2019-2020,109904,HILLSBORO ISD,12,TRADITIONAL ISD/CSD,1975,902,66,595,62,1359,263,134,-999,82,30,49,234,1975
STATE,DISTRICT,2019-2020,84908,HITCHCOCK ISD,4,TRADITIONAL ISD/CSD,1772,778,0,430,82,1403,132,114,-999,78,213,-999,231,1552
STATE,DISTRICT,2019-2020,14905,HOLLAND ISD,12,TRADITIONAL ISD/CSD,674,99,0,243,60,327,15,15,-999,48,0,-999,57,667
